Puzzle #,StartWord,Word 1,Word 2,Word 3,Word 4,EndWord,Letter 1,Letter 2,Letter 3,Letter 4,Letter 5,EasyH1a,EasyH1b,EasyH2a,EasyH2b,EasyH3a,EasyH3b,EasyH4a,EasyH4b
7132,SPAM,SEAM,BEAM,BEAD,BEND,BIND,E,B,D,N,I,3A,1S,3A,2E,3A,1B,4D,2E
7133,EGGS,EGOS,EROS,BROS,BRAS,BRAY,O,R,B,A,Y,1E,4S,1E,4S,4S,2R,2R,1B
7134,LUNA,LUNG,LING,LINE,LITE,MITE,G,I,E,T,M,2U,1L,3N,1L,2I,1L,4E,1L
7135,PLAY,PLAT,FLAT,FEAT,FEST,FAST,T,F,E,S,A,3A,1P,3A,2L,3A,4T,2E,4T
7136,KILO,KILL,GILL,GALL,GALE,GAME,L,G,A,E,M,3L,1K,2I,3L,1G,3L,2A,3L
7137,LIMA,LIME,LIFE,FIFE,FILE,FILL,E,F,F,L,L,2I,3M,2I,4E,3F,2I,2I,4E
7138,RIFF,RIFT,LIFT,LEFT,LENT,WENT,T,L,E,N,W,2I,3F,4T,2I,3F,4T,2E,1L
7139,HEAR,TEAR,TEAM,TRAM,TRAY,TROY,T,M,R,Y,O,4R,2E,1T,2E,4M,3A,2R,1T
7140,RANT,RAND,BAND,BEND,MEND,MENU,D,B,E,M,U,3N,2A,3N,2A,3N,4D,4D,3N
7141,LIMA,LAMA,LAME,CAME,CAKE,COKE,A,E,C,K,O,1L,3M,2A,3M,4E,3M,2A,1C
7142,DORK,DIRK,DIRE,DICE,NICE,NITE,I,E,C,N,T,3R,1D,3R,1D,1D,2I,4E,3C
7143,JOSH,JOSS,LOSS,LOSE,LONE,LONG,S,L,E,N,G,3S,1J,2O,4S,3S,2O,1L,4E
7144,TAGS,MAGS,MACS,MACK,TACK,TACO,M,C,K,T,O,2A,3G,2A,4S,2A,3C,4K,3C
7145,SASH,LASH,LASS,LAWS,LAWN,DAWN,L,S,W,N,D,3S,2A,1L,3S,1L,2A,3W,2A
7146,KALE,HALE,HALT,HAST,PAST,PEST,H,T,S,P,E,2A,3L,1H,3L,2A,1H,2A,4T
7147,FORT,FORE,FARE,FATE,FATS,OATS,E,A,T,S,O,3R,2O,1F,4E,2A,4E,2A,1F
7148,SIRE,DIRE,DARE,DALE,PALE,PALS,D,A,L,P,S,4E,3R,4E,1D,2A,4E,3L,4E
7149,DEAL,MEAL,MEAT,MOAT,MORT,PORT,M,T,O,R,P,4L,3A,2E,1M,3A,4T,1M,2O
7150,SUCK,SICK,SILK,SILL,GILL,GILT,I,L,L,G,T,4K,3C,4K,1S,3L,2I,4L,3L
7151,PEST,BEST,BELT,BELL,DELL,DELI,B,L,L,D,I,4T,2E,2E,4T,2E,1B,3L,2E
7152,KEEN,SEEN,SEEM,SEAM,SLAM,SLAP,S,M,A,L,P,2E,4N,3E,2E,1S,4M,1S,4M
7153,TASK,MASK,MARK,LARK,LURK,LURE,M,R,L,U,E,2A,3S,2A,4K,3R,4K,3R,4K
7154,NEXT,NEST,LEST,LOST,LOSE,ROSE,S,L,O,E,R,4T,1N,4T,3S,3S,1L,1L,2O
7155,GRIT,BRIT,BRAT,BEAT,BENT,VENT,B,A,E,N,V,2R,4T,1B,2R,1B,4T,2E,4T
7156,JUST,BUST,BEST,BELT,BOLT,BOLD,B,E,L,O,D,2U,3S,4T,1B,1B,2E,1B,3L
7157,BOWS,COWS,COPS,CUPS,CUBS,TUBS,C,P,U,B,T,2O,3W,2O,1C,1C,3P,1C,2U
7158,TOUT,BOUT,BOAT,BEAT,BEAR,DEAR,B,A,E,R,D,2O,4T,1B,2O,4T,1B,2E,3A
7159,KEEP,KEEL,FEEL,FELL,FULL,PULL,L,F,L,U,P,3E,1K,4L,3E,2E,1F,4L,1F
7160,DEBT,DENT,WENT,WONT,FONT,FOOT,N,W,O,F,O,1D,4T,3N,4T,3N,4T,4T,3N
7161,FOND,FEND,SEND,SENT,SECT,SECS,E,S,T,C,S,4D,3N,2E,4D,1S,2E,4T,1S
7162,BRAG,BRAD,BEAD,BEND,BIND,HIND,D,E,N,I,H,3A,2R,4D,1B,4D,1B,4D,1B
7163,CAGE,MAGE,MAGS,MASS,MESS,NESS,M,S,S,E,N,3G,2A,1M,2A,2A,4S,4S,1M
7164,GATE,LATE,LITE,LIFE,LIFT,LEFT,L,I,F,T,E,4E,2A,4E,3T,2I,1L,3F,1L
7165,NESS,NETS,NUTS,CUTS,CUBS,RUBS,T,U,C,B,R,1N,2E,1N,4S,4S,2U,2U,1C
7166,GUNS,GUTS,GETS,NETS,NEWS,NEWT,T,E,N,W,T,1G,4S,4S,3T,3T,4S,2E,4S
7167,SANE,SAND,SEND,SEED,PEED,PEEP,D,E,E,P,P,1S,3N,1S,3N,2E,1S,3E,4D
7168,RUNG,RUNE,RULE,MULE,MALE,MALL,E,L,M,A,L,1R,3N,4E,2U,4E,2U,4E,1M
7169,STAY,STAT,SEAT,BEAT,BEST,JEST,T,E,B,S,J,2T,1S,1S,3A,4T,3A,4T,2E
7170,MASH,MASS,MANS,FANS,FINS,FINK,S,N,F,I,K,2A,3S,2A,1M,3N,2A,4S,3N
7171,JOIN,COIN,CONN,CONE,LONE,LINE,C,N,E,L,I,4N,3I,1C,4N,3N,2O,4E,2O
7172,BLUE,BLUR,SLUR,SPUR,SPUN,SHUN,R,S,P,N,H,1B,2L,3U,4R,4R,3U,2P,1S
7173,ROOF,ROOT,BOOT,BOAT,BRAT,BRAG,T,B,A,R,G,2O,3O,3O,4T,4T,2O,1B,4T
7174,MANY,MANE,PANE,PANT,PUNT,AUNT,E,P,T,U,A,3N,1M,2A,4E,3N,1P,1P,4T
7175,SHIP,SHIN,SPIN,SPAN,SPAT,SEAT,N,P,A,T,E,3I,2H,1S,4N,1S,4N,2P,3A
7176,POLO,POLL,PILL,GILL,GIRL,GIRO,L,I,G,R,O,2O,3L,4L,1P,3L,4L,1G,2I
7177,LISP,LIST,LOST,LOOT,ROOT,ROOF,T,O,O,R,F,2I,3S,3S,4T,4T,1L,3O,2O
7178,NECK,NICK,KICK,KINK,FINK,FIND,I,K,N,F,D,1N,4K,4K,3C,4K,2I,4K,2I
7179,WATT,MATT,MAST,MUST,MUSE,RUSE,M,S,U,E,R,3T,4T,4T,2A,4T,3S,2U,3S
7180,DUCK,BUCK,BACK,RACK,RACE,RAVE,B,A,R,E,V,2U,3C,3C,4K,2A,3C,1R,2A
7181,RAVE,RACE,RICE,RISE,RUSE,FUSE,C,I,S,U,F,1R,2A,4E,1R,4E,2I,3S,1R
7182,SCAR,SOAR,BOAR,BOAT,BOOT,LOOT,O,B,T,O,L,3A,4R,4R,3A,1B,3A,2O,4T
7183,TORE,CORE,CARE,CAME,CAMP,RAMP,C,A,M,P,R,4E,3R,4E,1C,4E,2A,3M,1C
7184,BUSY,BURY,BURN,BORN,WORN,WORM,R,N,O,W,M,2U,4Y,2U,1B,4N,3R,4N,2O
7185,COCA,COLA,COLT,COST,POST,PEST,L,T,S,P,E,2O,1C,1C,3L,2O,4T,4T,2O
7186,CART,PART,PARK,PERK,PEAK,LEAK,P,K,E,A,L,3R,2A,1P,3R,3R,1P,2E,4K
7187,HEED,PEED,PEEP,PREP,PROP,PROS,P,P,R,O,S,3E,4D,2E,3E,3E,4P,2R,4P
7188,SOCK,SICK,SINK,SING,TING,TINY,I,N,G,T,Y,1S,3C,1S,4K,2I,3N,4G,2I
7189,PINS,BINS,BIOS,BOOS,BOON,GOON,B,O,O,N,G,4S,3N,1B,2I,4S,1B,2O,3O
7190,RAIN,PAIN,PAWN,PAWS,PASS,BASS,P,W,S,S,B,3I,4N,2A,1P,3W,2A,2A,4S
7191,TREY,TROY,TROT,TOOT,TORT,TORE,O,T,O,R,E,4Y,2R,3O,1T,3O,1T,4T,2O
7192,MUMS,MOMS,MONS,MONK,MINK,MILK,O,N,K,I,L,4S,1M,2O,4S,2O,1M,1M,3N
7193,GOAL,COAL,COOL,COOP,CROP,PROP,C,O,P,R,P,4L,3A,2O,4L,3O,2O,4P,3O
7194,LOFT,LIFT,LIFE,LINE,LING,LUNG,I,E,N,G,U,1L,4T,3F,2I,1L,2I,3N,1L
7195,SEEK,SEED,FEED,FLED,FLEW,FLAW,D,F,L,W,A,1S,3E,4D,2E,4D,3E,3E,1F
7196,PECK,BECK,BEAK,BEAT,BELT,BOLT,B,A,T,L,O,2E,3C,4K,2E,3A,2E,1B,4T
7197,LANG,LAND,LAID,MAID,MAIL,JAIL,D,I,M,L,J,1L,3N,4D,2A,3I,2A,2A,3I
7198,BOWS,BOYS,BUYS,BUNS,RUNS,RUNE,Y,U,N,R,E,1B,4S,1B,4S,1B,4S,3N,2U
7199,SANK,SAND,SEND,SEED,HEED,HEEL,D,E,E,H,L,1S,2A,1S,4D,1S,2E,3E,4D
7200,ARID,ARIA,AREA,ARES,AXES,AXIS,A,E,S,X,I,1A,3I,2R,1A,1A,2R,4S,3E
7201,SAVE,SANE,LANE,LANG,LUNG,LUNA,N,L,G,U,A,2A,4E,2A,3N,1L,3N,4G,1L
7202,JEST,BEST,BEAT,BEAR,YEAR,YEAH,B,A,R,Y,H,4T,2E,2E,4T,1B,3A,2E,3A
7203,ZEST,BEST,BEAT,SEAT,STAT,STAY,B,A,S,T,Y,4T,2E,4T,1B,4T,2E,1S,4T
7204,TIED,TIES,TINS,BINS,BIAS,BRAS,S,N,B,A,R,2I,3E,2I,4S,4S,2I,1B,4S
7205,TAIL,HAIL,HAIR,HEIR,HEAR,NEAR,H,R,E,A,N,2A,3I,3I,2A,3I,1H,1H,4R
7206,GOTH,BOTH,BETH,BETS,PETS,PEAS,B,E,S,P,A,4H,2O,1B,4H,2E,1B,2E,4S
7207,MANA,MANE,MALE,MALL,MAIL,TAIL,E,L,L,I,T,3N,2A,4E,2A,1M,2A,2A,1M
7208,TRIP,TRAP,TRAY,TROY,TROT,TOOT,A,Y,O,T,O,2R,4P,1T,2R,1T,2R,2R,1T
7209,GROW,BROW,BROS,BOOS,BOWS,VOWS,B,S,O,W,V,3O,4W,3O,1B,3O,1B,1B,2O
7210,RIFF,RIFE,RIPE,RAPE,RAPS,RAMS,E,P,A,S,M,1R,3F,2I,1R,4E,3P,3P,2A
7211,GEEZ,GEEK,SEEK,SEEM,SEAM,SCAM,K,S,M,A,C,3E,1G,4K,2E,3E,1S,1S,4M
7212,BRAN,BRAS,BIAS,BINS,SINS,SIMS,S,I,N,S,M,1B,3A,1B,4S,2I,1B,4S,2I
7213,PUSS,PUSH,POSH,POOH,POOL,TOOL,H,O,O,L,T,2U,3S,1P,3S,2O,1P,1P,3O
7214,CITY,CITE,CATE,CASE,CAST,MAST,E,A,S,T,M,1C,2I,4E,3T,1C,4E,3S,1C
7215,NAIL,HAIL,HALL,HALT,HOLT,COLT,H,L,T,O,C,4L,3I,4L,1H,1H,2A,3L,1H
7216,YANK,BANK,BANS,BAGS,LAGS,LABS,B,S,G,L,B,3N,4K,2A,1B,2A,4S,3G,2A
7217,BRAG,BRAD,BEAD,BEND,SEND,SEED,D,E,N,S,E,2R,1B,3A,1B,4D,2E,2E,3N
7218,SAME,SALE,BALE,BALD,BARD,BIRD,L,B,D,R,I,4E,2A,3L,2A,3L,2A,2A,4D
7219,PATH,BATH,BATS,BITS,BITE,BYTE,B,S,I,E,Y,3T,4H,2A,3T,1B,3T,1B,3T
7220,FUSE,MUSE,MUTE,CUTE,CURE,LURE,M,T,C,R,L,3S,4E,1M,2U,3T,4E,4E,1C
7221,DONS,DONE,DOLE,DALE,PALE,PALM,E,L,A,P,M,3N,1D,4E,1D,4E,1D,2A,4E
7222,VEST,LEST,LOST,LOSE,DOSE,DONE,L,O,E,D,N,4T,2E,3S,4T,3S,2O,3S,2O
7223,FALL,FELL,FEEL,FEED,SEED,SPED,E,E,D,S,P,4L,1F,1F,4L,2E,3E,3E,2E
7224,PLUS,PLUG,SLUG,SLUR,BLUR,BLUE,G,S,R,B,E,1P,2L,4G,3U,1S,3U,2L,4R
7225,FEUD,FEND,FUND,FUNK,DUNK,DUCK,N,U,K,D,C,4D,2E,1F,3N,3N,1F,4K,2U
7226,BEAK,BEAM,TEAM,TRAM,TRAP,TRIP,M,T,R,P,I,1B,2E,3A,2E,1T,3A,3A,1T
7227,MUMS,GUMS,GUTS,OUTS,OURS,FURS,G,T,O,R,F,2U,3M,1G,2U,4S,2U,4S,1O
7228,HERB,HERS,HENS,TENS,TENT,TEST,S,N,T,T,S,1H,3R,4S,1H,3N,4S,3N,2E
7229,PESO,PEST,BEST,BELT,BOLT,BOLD,T,B,L,O,D,1P,3S,4T,2E,1B,4T,3L,4T
7230,FAVE,FACE,MACE,MACK,MASK,TASK,C,M,K,S,T,1F,2A,4E,3C,2A,1M,4K,1M
7231,THIN,CHIN,COIN,CONN,CONE,ZONE,C,O,N,E,Z,2H,4N,4N,3I,2O,4N,3N,2O
7232,DIES,DIGS,WIGS,WINS,WIND,WAND,G,W,N,D,A,4S,1D,2I,4S,2I,1W,1W,3N
7233,BOOT,BOAT,BEAT,BEAR,HEAR,HEIR,A,E,R,H,I,4T,1B,4T,3A,3A,2E,3A,2E
7234,SLIP,FLIP,FLAP,FLAT,FEAT,FEAR,F,A,T,E,R,3I,4P,1F,2L,3A,2L,3A,4T
7235,TIDY,TINY,TINS,BINS,BANS,BATS,N,S,B,A,T,2I,4Y,3N,2I,2I,3N,1B,3N
7236,DORM,WORM,WARM,WARS,OARS,OURS,W,A,S,O,U,3R,4M,3R,4M,3R,2A,2A,3R
7237,COLE,DOLE,DALE,DATE,DATA,DADA,D,A,T,A,D,4E,2O,1D,4E,2A,1D,3T,2A
7238,HEAL,HEEL,PEEL,PEEK,GEEK,GEEZ,E,P,K,G,Z,2E,4L,4L,2E,2E,1P,4K,2E
7239,MEAL,DEAL,DELL,DOLL,DOLE,MOLE,D,L,O,E,M,3A,4L,2E,4L,3L,4L,2O,1D
7240,TILL,PILL,PILE,PALE,PANE,PANG,P,E,A,N,G,3L,2I,1P,3L,4E,1P,4E,2A
7241,BIND,BINS,BIOS,BROS,BROW,CROW,S,O,R,W,C,3N,2I,4S,2I,4S,1B,1B,2R
7242,EARL,CARL,CARR,PARR,PAIR,PAID,C,R,P,I,D,2A,4L,2A,1C,3R,4R,1P,2A
7243,YUCK,PUCK,PECK,PEEK,PEEP,BEEP,P,E,E,P,B,4K,2U,1P,3C,2E,1P,3E,2E
7244,NAVY,NAVE,CAVE,CANE,CONE,NONE,E,C,N,O,N,2A,3V,2A,4E,4E,1C,1C,4E
7245,JURY,BURY,BUSY,BUST,BEST,NEST,B,S,T,E,N,4Y,2U,2U,4Y,3S,1B,4T,1B
7246,LOOK,COOK,CORK,CORE,CONE,ZONE,C,R,E,N,Z,3O,4K,4K,1C,3R,2O,4E,1C
7247,SCAN,SPAN,SPIN,SHIN,THIN,THEN,P,I,H,T,E,3A,4N,1S,4N,4N,1S,3I,2H
7248,SUES,SUNS,SINS,SINE,MINE,MINI,N,I,E,M,I,4S,2U,4S,3N,1S,2I,4E,3N
7249,YARN,BARN,BARE,BORE,TORE,TOME,B,E,O,T,M,4N,2A,1B,3R,4E,1B,4E,3R
7250,DIRK,DARK,PARK,PERK,PEAK,WEAK,A,P,E,A,W,4K,1D,2A,4K,4K,3R,2E,1P
7251,HUNK,DUNK,DUNE,DINE,WINE,WIPE,D,E,I,W,P,3N,2U,1D,2U,4E,3N,3N,4E
7252,FANS,CANS,CANE,CAVE,COVE,DOVE,C,E,V,O,D,2A,4S,2A,1C,4E,1C,3V,1C
7253,FREE,FRET,FEET,FEST,FAST,EAST,T,E,S,A,E,2R,1F,3E,4T,4T,2E,3S,4T
7254,SCOT,SHOT,SHOP,STOP,ATOP,ATOM,H,P,T,A,M,3O,1S,3O,1S,3O,4P,4P,2T
7255,MEDS,BEDS,BUDS,BUNS,RUNS,RUNG,B,U,N,R,G,4S,2E,4S,3D,2U,4S,3N,4S
7256,VEAL,DEAL,DUAL,DUEL,DUES,HUES,D,U,E,S,H,2E,3A,4L,1D,2U,1D,1D,3E
7257,CHAD,CHAT,COAT,BOAT,BEAT,NEAT,T,O,B,E,N,2H,3A,4T,1C,4T,2O,3A,4T
7258,BLOG,BLOT,BOOT,FOOT,FONT,FOND,T,O,F,N,D,1B,3O,1B,3O,3O,2O,1F,2O
7259,DADA,DATA,DATE,DARE,DART,KART,T,E,R,T,K,2A,4A,1D,2A,2A,4E,3R,2A
7260,JAVA,LAVA,LAMA,LAME,LACE,PACE,L,M,E,C,P,3V,4A,2A,4A,2A,3M,4E,2A
7261,GALA,GALE,BALE,BAKE,JAKE,JOKE,E,B,K,J,O,3L,2A,4E,2A,1B,2A,4E,2A
7262,ROOT,BOOT,BLOT,BLOW,BLEW,FLEW,B,L,W,E,F,3O,2O,3O,1B,3O,2L,2L,4W
7263,CITE,SITE,SITS,SETS,SEES,SEER,S,S,E,E,R,2I,4E,2I,3T,3T,1S,2E,4S
7264,FLAK,FLAT,FEAT,FELT,FELL,FULL,T,E,L,L,U,3A,1F,3A,1F,2E,1F,3L,1F
7265,HORN,BORN,BARN,BARS,BASS,PASS,B,A,S,S,P,4N,2O,1B,4N,1B,2A,2A,4S
7266,ODDS,ADDS,AIDS,BIDS,BEDS,REDS,A,I,B,E,R,2D,4S,1A,4S,3D,4S,3D,4S
7267,ROAD,TOAD,TOLD,HOLD,HOLY,POLY,T,L,H,Y,P,4D,2O,1T,2O,3L,4D,2O,1H
7268,JOHN,JOIN,COIN,CORN,CORE,MORE,I,C,R,E,M,2O,4N,2O,4N,2O,1C,1C,2O
7269,HERB,HERS,HENS,PENS,PANS,FANS,S,N,P,A,F,3R,2E,1H,2E,4S,2E,1P,3N
7270,AIMS,AIDS,AIDE,TIDE,TIME,MIME,D,E,T,M,M,2I,1A,2I,3D,4E,3D,4E,2I
7271,VEER,SEER,SEED,SEND,SAND,RAND,S,D,N,A,R,2E,4R,3E,2E,1S,4D,1S,3N
7272,HULK,HUNK,HUNT,HINT,MINT,MIST,N,T,I,M,S,4K,2U,3N,1H,4T,3N,2I,3N
7273,NOOK,LOOK,LOOT,LOST,LEST,WEST,L,T,S,E,W,3O,4K,3O,1L,1L,2O,4T,1L
7274,BAGS,BANS,BANE,BONE,HONE,HOWE,N,E,O,H,W,1B,2A,2A,3N,3N,4E,4E,3N
7275,SOUR,SOUS,SONS,SINS,PINS,PITS,S,N,I,P,T,2O,1S,1S,4S,4S,1S,3N,2I
7276,TAPE,CAPE,CAPS,CARS,OARS,OAKS,C,S,R,O,K,3P,2A,3P,2A,1C,4S,4S,2A
7277,NERD,HERD,HERE,HIRE,HIDE,TIDE,H,E,I,D,T,2E,3R,1H,2E,3R,1H,2I,4E
7278,FELL,DELL,DOLL,DOLE,DONE,DONG,D,O,E,N,G,3L,2E,3L,1D,3L,1D,4E,2O
7279,DART,DARE,BARE,BAKE,LAKE,LAKH,E,B,K,L,H,2A,1D,4E,3R,2A,1B,3K,2A
7280,LICK,LICE,DICE,DIME,DOME,DOPE,E,D,M,O,P,3C,2I,4E,2I,2I,1D,4E,1D
7281,CULT,COLT,COLD,CORD,LORD,LOUD,O,D,R,L,U,4T,3L,3L,2O,1C,2O,4D,2O
7282,LEAN,BEAN,BEAM,SEAM,SHAM,SHAG,B,M,S,H,G,2E,3A,2E,3A,2E,3A,4M,3A
7283,SAID,LAID,LAND,LEND,LEAD,LEAF,L,N,E,A,F,2A,3I,1L,2A,4D,3N,2E,1L
7284,KNOW,SNOW,SHOW,SHAW,SHAM,SEAM,S,H,A,M,E,3O,4W,1S,3O,1S,4W,1S,3A
7285,LIST,LOST,LOOT,BOOT,BOUT,GOUT,O,O,B,U,G,4T,3S,1L,2O,3O,4T,2O,4T
7286,ROSE,LOSE,LORE,CORE,CARE,CARS,L,R,C,A,S,4E,2O,4E,1L,3R,4E,4E,1C
7287,BINS,BIOS,BOOS,BOOT,TOOT,TORT,O,O,T,T,R,4S,2I,1B,3O,1B,3O,3O,2O
7288,BETH,BETS,PETS,PENS,PUNS,PUNK,S,P,N,U,K,2E,3T,3T,2E,1P,4S,3N,1P
7289,NICK,NECK,PECK,PEEK,PEER,DEER,E,P,E,R,D,3C,4K,2E,3C,4K,2E,2E,1P
7290,SICK,LICK,LICE,LITE,CITE,CITY,L,E,T,C,Y,2I,4K,1L,3C,1L,4E,3T,2I
7291,SASH,BASH,BASS,BANS,BINS,FINS,B,S,N,I,F,2A,4H,1B,2A,4S,2A,1B,3N
7292,CAMP,CAME,CANE,CONE,DONE,DONG,E,N,O,D,G,3M,1C,1C,4E,1C,4E,4E,2O
7293,GAVE,FAVE,FARE,FORE,FORT,TORT,F,R,O,T,T,3V,4E,1F,4E,4E,1F,1F,2O
7294,LACY,LADY,LADS,LIDS,BIDS,BIOS,D,S,I,B,O,2A,1L,1L,2A,1L,3D,4S,3D
7295,WEEK,WEED,WELD,WELL,DELL,DULL,D,L,L,D,U,2E,1W,2E,1W,3L,2E,4L,2E
7296,SHEA,SHED,SEED,HEED,HEAD,HEAP,D,E,H,A,P,2H,3E,1S,3E,4D,3E,4D,1H
7297,HUBS,DUBS,DUES,DUEL,DULL,DELL,D,E,L,L,E,2U,3B,1D,2U,1D,2U,2U,4L
7298,CRIB,CRAB,CRAM,TRAM,TRAP,TRIP,A,M,T,P,I,4B,1C,2R,1C,3A,4M,1T,2R
7299,MEME,MIME,MINE,MINK,SINK,SUNK,I,N,K,S,U,1M,4E,2I,4E,1M,2I,4K,2I
7300,FOUL,FOWL,HOWL,HOWE,HONE,DONE,W,H,E,N,D,4L,1F,4L,3W,3W,1H,4E,1H
7301,KIND,KINK,KIRK,DIRK,DORK,DORY,K,R,D,O,Y,1K,3N,4K,1K,4K,2I,4K,1D
7302,SPED,SLED,SLID,SAID,MAID,MAIL,L,I,A,M,L,1S,4D,1S,2L,3I,1S,2A,4D
7303,SANS,SAND,SEND,SEED,SEER,VEER,D,E,E,R,V,3N,2A,4D,3N,4D,1S,2E,1S
7304,TILE,BILE,BALE,BARE,BARN,BURN,B,A,R,N,U,4E,2I,1B,3L,4E,2A,3R,1B
7305,ROUX,ROUT,BOUT,BOLT,COLT,CULT,T,B,L,C,U,3U,2O,3U,2O,1B,4T,3L,2O
7306,CANS,CANE,MANE,MINE,MINI,MIDI,E,M,I,I,D,3N,2A,3N,2A,1M,3N,1M,3N
7307,VETS,BETS,BATS,MATS,MATE,MALE,B,A,M,E,L,3T,4S,4S,1B,3T,4S,2A,3T
7308,CHAD,CHAT,COAT,COLT,COLE,CODE,T,O,L,E,D,2H,1C,3A,1C,2O,4T,2O,1C
7309,KENT,BENT,BEET,BEER,PEER,PIER,B,E,R,P,I,2E,3N,1B,2E,1B,2E,2E,4R
7310,HARP,HART,PART,PARK,PERK,PERM,T,P,K,E,M,2A,1H,4T,3R,1P,2A,1P,3R
7311,MANS,MARS,MART,MORT,PORT,POET,R,T,O,P,E,4S,1M,2A,3R,4T,3R,3R,4T
7312,BOAR,BEAR,BEAD,HEAD,HERD,HERO,E,D,H,R,O,1B,4R,3A,2E,3A,2E,2E,1H
7313,DARN,DARE,DIRE,FIRE,FILE,FILL,E,I,F,L,L,2A,3R,1D,3R,4E,3R,2I,1F
7314,BECK,BEAK,BEAT,BEST,BUST,LUST,A,T,S,U,L,2E,4K,1B,2E,4T,2E,4T,3S
7315,SAFE,SANE,SANK,DANK,DUNK,DUCK,N,K,D,U,C,4E,2A,3N,1S,4K,3N,3N,4K
7316,RUIN,RAIN,RAID,RAND,WAND,WARD,A,D,N,W,R,3I,1R,2A,3I,4D,1R,4D,3N
7317,BROS,BOOS,BOOT,SOOT,SOFT,SIFT,O,T,S,F,I,3O,1B,2O,3O,3O,2O,4T,2O
7318,LUSH,HUSH,HASH,HATH,HATE,RATE,H,A,T,E,R,2U,4H,4H,1H,1H,4H,1H,3T
7319,TIDY,TIDE,SIDE,SIRE,SURE,PURE,E,S,R,U,P,1T,2I,4E,3D,4E,2I,1S,3R
7320,VERY,VARY,WARY,WARE,MARE,MAGE,A,W,E,M,G,1V,4Y,3R,4Y,1W,3R,4E,3R
7321,BETH,BETS,BEES,SEES,SEED,SUED,S,E,S,D,U,3T,1B,2E,4S,3E,4S,2E,1S
7322,THIS,THIN,THEN,TEEN,TEES,FEES,N,E,E,S,F,1T,2H,2H,4N,3E,1T,3E,2E
7323,BURR,BURN,BARN,BARE,MARE,MAZE,N,A,E,M,Z,2U,3R,4N,1B,3R,1B,4E,2A
7324,KIRK,DIRK,DISK,DISS,DIGS,DOGS,D,S,S,G,O,2I,3R,4K,1D,2I,1D,2I,1D
7325,PINK,PINE,PANE,BANE,BONE,BODE,E,A,B,O,D,3N,1P,1P,3N,3N,4E,3N,1B
7326,KANE,BANE,BANS,BATS,BETS,BETA,B,S,T,E,A,2A,4E,3N,2A,1B,2A,3T,1B
7327,MAYO,MAYA,MARA,MART,MALT,MELT,A,R,T,L,E,1M,3Y,1M,4A,2A,1M,4T,1M
7328,COMP,CAMP,CAME,CARE,HARE,HERE,A,E,R,H,E,4P,1C,3M,1C,2A,4E,2A,3R
7329,YELP,YELL,BELL,BALL,BALD,BAND,L,B,A,D,N,3L,1Y,4L,2E,3L,1B,2A,1B
7330,BULK,BUNK,SUNK,SINK,SINE,SIZE,N,S,I,E,Z,2U,4K,3N,2U,3N,4K,1S,3N
7331,AKIN,SKIN,SHIN,CHIN,COIN,JOIN,S,H,C,O,J,3I,2K,4N,1S,4N,2H,3I,4N
7332,CITY,CITE,BITE,BITS,BATS,BAYS,E,B,S,A,Y,2I,3T,4E,3T,3T,1B,3T,1B
7333,BANS,BAND,BEND,BENT,TENT,TEXT,D,E,T,T,X,1B,2A,1B,4D,2E,3N,4T,3N
7334,TING,DING,DINE,DIVE,GIVE,GAVE,D,E,V,G,A,4G,2I,1D,2I,2I,1D,2I,3V
7335,SLAG,FLAG,FLAT,FRAT,BRAT,BRAS,F,T,R,B,S,2L,3A,3A,2L,3A,4T,4T,2R
7336,SPAN,SPAT,SEAT,BEAT,BEST,JEST,T,E,B,S,J,1S,3A,3A,1S,4T,2E,2E,1B
7337,VASE,VAST,FAST,FEST,FEAT,SEAT,T,F,E,A,S,3S,2A,4T,3S,3S,4T,4T,1F
7338,TAPS,TAPE,TALE,TALL,TAIL,TOIL,E,L,L,I,O,2A,3P,4E,2A,1T,3L,1T,4L
7339,MUTE,MATE,MATT,MOTT,MOOT,SOOT,A,T,O,O,S,4E,3T,2A,1M,4T,3T,2O,1M
7340,GEEK,SEEK,SEEM,STEM,STEW,STOW,S,M,T,W,O,3E,2E,1S,2E,4M,1S,2T,3E
7341,SHOW,SHOT,SOOT,SORT,SORE,LORE,T,O,R,E,L,3O,1S,3O,4T,1S,4T,3R,1S
7342,DELI,DELL,TELL,TALL,TALK,TANK,L,T,A,K,N,1D,3L,2E,3L,3L,1T,1T,3L
7343,DULL,DILL,MILL,MILE,MICE,LICE,I,M,E,C,L,3L,1D,3L,2I,2I,1M,4E,1M
7344,SORT,SOFT,LOFT,LEFT,LENT,RENT,F,L,E,N,R,2O,1S,2O,3F,1L,4T,2E,1L
7345,CAMO,CAMS,CANS,PANS,PINS,PICS,S,N,P,I,C,3M,1C,2A,4S,3N,2A,3N,4S
7346,BANS,BINS,BIOS,BOOS,BOOT,TOOT,I,O,O,T,T,4S,1B,4S,2I,4S,3O,1B,2O
7347,NOUN,NOON,GOON,GOOD,GOLD,COLD,O,G,D,L,C,4N,1N,3O,2O,1G,3O,4D,1G
7348,DANK,BANK,BAND,BALD,BALM,PALM,B,D,L,M,P,2A,3N,2A,1B,4D,1B,3L,1B
7349,MINI,MINE,PINE,PINS,PIES,DIES,E,P,S,E,D,2I,1M,3N,2I,3N,2I,1P,4S
