Date,Hard,Medium,Easy
2032-10-22,6901,3906,7532
2032-10-23,9888,6642,1950
2032-10-24,3197,1572,455
2032-10-25,3422,4965,2555
2032-10-26,2424,7518,4962
2032-10-27,7727,8525,4160
2032-10-28,1813,1425,3145
2032-10-29,6407,4199,768
2032-10-30,7276,8655,2352
2032-10-31,4506,5666,4312
2032-11-01,9355,5577,9168
2032-11-02,7268,3280,2119
2032-11-03,290,4810,3390
2032-11-04,9495,1673,9752
2032-11-05,1261,2002,4447
2032-11-06,9372,6973,1740
2032-11-07,5855,3151,7538
2032-11-08,5186,8145,5518
2032-11-09,3397,8001,3680
2032-11-10,2462,901,2892
2032-11-11,8461,1331,7292
2032-11-12,6756,8883,3057
2032-11-13,4590,5107,7671
2032-11-14,5439,5469,8982
2032-11-15,6606,1852,1769
2032-11-16,527,2208,5940
2032-11-17,4472,9389,1959
2032-11-18,56,6909,9209
2032-11-19,8843,6417,577
2032-11-20,655,5774,8706
2032-11-21,9861,1993,2579
2032-11-22,7063,6957,8313
2032-11-23,6504,5654,9922
2032-11-24,9505,6039,9488
2032-11-25,2644,5476,7890
2032-11-26,6501,3093,9309
2032-11-27,6848,5061,6014
2032-11-28,751,2862,1410
2032-11-29,2596,7803,5919
2032-11-30,6035,6330,7005
2032-12-01,6797,8746,4061
2032-12-02,4107,8380,2168
2032-12-03,7363,1753,7718
2032-12-04,4311,2664,7954
2032-12-05,1064,344,4071
2032-12-06,4821,7753,5640
2032-12-07,1989,2319,9897
2032-12-08,1004,7865,8740
2032-12-09,2316,9267,9493
2032-12-10,8759,7414,7269
2032-12-11,2707,2017,2395
2032-12-12,746,1513,9798
2032-12-13,5926,6276,5127
2032-12-14,6115,3276,1148
2032-12-15,4831,6517,3029
2032-12-16,2752,575,8483
2032-12-17,6731,1576,1936
2032-12-18,980,1602,4881
2032-12-19,36,2330,5498
2032-12-20,409,9483,9832
2032-12-21,8680,7855,2435
2032-12-22,7513,6131,2213
2032-12-23,1961,7374,2925
2032-12-24,5837,2743,7736
2032-12-25,676,2426,4125
2032-12-26,2800,3891,5339
2032-12-27,1950,4450,5700
2032-12-28,8830,5980,33
2032-12-29,2851,3758,3852
2032-12-30,8382,6050,5168
2032-12-31,7979,9126,557
2033-01-01,7277,1257,132
2033-01-02,2083,3839,846
2033-01-03,2153,6011,3626
2033-01-04,5435,6244,9418
2033-01-05,1179,9577,471
2033-01-06,1908,8475,8500
2033-01-07,2261,6839,3517
2033-01-08,1566,3738,5639
2033-01-09,4922,8747,1555
2033-01-10,3602,9328,5563
2033-01-11,8469,6708,4814
2033-01-12,7147,4744,9157
2033-01-13,9102,9856,2073
2033-01-14,2950,7179,547
2033-01-15,5995,5769,800
2033-01-16,2458,4295,2931
2033-01-17,6259,8118,7351
2033-01-18,9035,7905,2567
2033-01-19,2675,4932,7706
2033-01-20,3124,9331,7570
2033-01-21,4522,158,4390
2033-01-22,5688,7209,5680
2033-01-23,7974,7384,1882
2033-01-24,9677,2167,4517
2033-01-25,7102,7077,2160
2033-01-26,8056,732,6458
2033-01-27,4482,5007,2967
2033-01-28,3945,5659,6066
2033-01-29,2189,7670,8428
2033-01-30,1850,7159,5811
2033-01-31,486,1139,9740
2033-02-01,5097,290,7295
2033-02-02,9220,4174,6604
2033-02-03,8741,8500,5290
2033-02-04,8713,2693,1088
2033-02-05,7033,6721,4467
2033-02-06,7948,5250,7921
2033-02-07,8373,9019,8347
2033-02-08,1885,2226,8223
2033-02-09,5581,3996,92
2033-02-10,4678,7760,2992
2033-02-11,6794,6990,1116
2033-02-12,353,1189,1686
2033-02-13,2884,6477,7903
2033-02-14,3268,4285,2389
2033-02-15,2867,962,7133
2033-02-16,1783,6718,9394
2033-02-17,997,4366,1817
2033-02-18,4912,4809,5304
2033-02-19,8648,7560,9198
2033-02-20,9065,4419,7584
2033-02-21,2307,4405,795
2033-02-22,5891,2196,9592
2033-02-23,2341,8358,2135
2033-02-24,9713,2326,9399
2033-02-25,5114,5001,1452
2033-02-26,8076,68,4050
2033-02-27,8166,7663,3000
2033-02-28,7636,2359,9953
2033-03-01,5260,9191,8065
2033-03-02,9307,6983,2336
2033-03-03,9186,8350,3133
2033-03-04,1494,6318,8851
2033-03-05,8277,3350,951
2033-03-06,2988,4584,5224
2033-03-07,4500,1116,6339
2033-03-08,4450,1771,4936
2033-03-09,3210,75,8816
2033-03-10,548,2402,5432
2033-03-11,6703,6426,8763
2033-03-12,9122,8121,9019
2033-03-13,5295,541,3010
2033-03-14,4616,5414,9025
2033-03-15,3343,45,2340
2033-03-16,5499,8101,9311
2033-03-17,8783,1519,4790
2033-03-18,7015,6580,3032
2033-03-19,2910,8819,5947
2033-03-20,6527,646,6844
2033-03-21,5348,9649,5476
2033-03-22,3369,9908,3947
2033-03-23,9978,3800,8355
2033-03-24,5463,1959,3344
2033-03-25,4714,1975,8809
2033-03-26,7167,8164,2118
2033-03-27,513,679,4582
2033-03-28,883,38,8852
2033-03-29,4886,6526,9508
2033-03-30,4837,813,2996
2033-03-31,176,9714,6962
2033-04-01,2648,8228,9172
2033-04-02,3460,9311,4021
2033-04-03,9236,3173,5850
2033-04-04,9683,9276,2563
2033-04-05,7524,2232,6104
2033-04-06,1416,1478,9927
2033-04-07,7430,2440,7586
2033-04-08,2678,8275,5287
2033-04-09,3084,939,3861
2033-04-10,3031,5381,4193
2033-04-11,8746,9561,5579
2033-04-12,1934,4851,808
2033-04-13,8678,1871,5028
2033-04-14,3493,5152,4857
2033-04-15,772,2297,7268
2033-04-16,2422,4910,6629
2033-04-17,9478,8738,3431
2033-04-18,3326,1186,5740
2033-04-19,768,8822,6371
2033-04-20,69,9759,6161
2033-04-21,9323,9983,448
2033-04-22,3714,9694,1269
2033-04-23,7747,7435,1662
2033-04-24,718,9427,4999
2033-04-25,7305,4038,7365
2033-04-26,2481,4180,4796
2033-04-27,5939,6778,806
2033-04-28,5598,2408,705
2033-04-29,6008,1561,4339
2033-04-30,3930,9440,671
2033-05-01,714,7415,3406
2033-05-02,9811,9670,1975
2033-05-03,3798,4039,2034
2033-05-04,616,5112,2966
2033-05-05,7123,4176,1249
2033-05-06,2620,1144,7144
2033-05-07,9992,2789,8930
2033-05-08,9468,8752,5933
2033-05-09,5380,1169,9421
2033-05-10,5187,8427,9242
2033-05-11,8818,8261,7136
2033-05-12,275,4559,3397
2033-05-13,8336,159,3888
2033-05-14,799,4427,9704
2033-05-15,917,4123,910
2033-05-16,4836,8699,8803
2033-05-17,8485,693,1126
2033-05-18,5624,7310,834
2033-05-19,6338,935,6830
2033-05-20,8636,3121,5294
2033-05-21,648,1316,6312
2033-05-22,2447,210,8369
2033-05-23,5451,97,7757
2033-05-24,4226,79,4705
2033-05-25,7725,5257,3869
2033-05-26,566,5182,5076
2033-05-27,3036,4106,2636
2033-05-28,1303,8769,4664
2033-05-29,8079,2104,8727
2033-05-30,5590,2405,8513
2033-05-31,5980,2863,9415
2033-06-01,1640,6463,8660
2033-06-02,4540,8875,7348
2033-06-03,8785,1367,3550
2033-06-04,3675,3134,7683
2033-06-05,5808,4425,6747
2033-06-06,3757,6810,4505
2033-06-07,3098,9244,8076
2033-06-08,7702,9921,522
2033-06-09,649,7697,7487
2033-06-10,2272,2740,7468
2033-06-11,8929,7831,2123
2033-06-12,9205,8451,112
2033-06-13,4230,6340,764
2033-06-14,4565,5565,4189
2033-06-15,7285,3696,3281
2033-06-16,7418,7046,968
2033-06-17,7905,4812,1078
2033-06-18,2426,7335,7622
2033-06-19,7092,5159,6068
2033-06-20,1929,408,4711
2033-06-21,5970,9486,1991
2033-06-22,194,6743,104
2033-06-23,6168,1624,6003
2033-06-24,8563,9698,9661
2033-06-25,4091,4992,645
2033-06-26,6489,1498,8081
2033-06-27,2097,4099,6549
2033-06-28,2252,5857,8937
2033-06-29,6295,5820,7447
2033-06-30,5597,5986,2385
2033-07-01,8662,461,6671
2033-07-02,3963,3143,6990
2033-07-03,1042,3222,1670
2033-07-04,9359,90,8790
2033-07-05,1580,1922,4155
2033-07-06,6197,8136,3802
2033-07-07,5013,8709,2094
2033-07-08,1708,5858,2540
2033-07-09,6162,7898,6463
2033-07-10,456,2344,1487
2033-07-11,3779,9148,9264
2033-07-12,7771,6574,7477
2033-07-13,2154,6280,1368
2033-07-14,5316,8880,8478
2033-07-15,250,4859,4217
2033-07-16,686,8604,1629
2033-07-17,141,7876,5523
2033-07-18,1770,1996,8958
2033-07-19,6273,6664,6394
2033-07-20,5878,1916,2461
2033-07-21,2607,5155,4191
2033-07-22,8323,9238,8885
2033-07-23,3412,4958,3628
2033-07-24,5585,7034,1925
2033-07-25,6232,4561,7930
2033-07-26,2586,3862,1868
2033-07-27,7081,5676,9961
2033-07-28,6576,1688,8579
2033-07-29,1514,1221,6520
2033-07-30,2540,1404,1350
2033-07-31,1135,9993,1915
2033-08-01,4706,1348,804
2033-08-02,6828,4618,6163
2033-08-03,3176,5626,1905
2033-08-04,950,537,5751
2033-08-05,5955,5964,3770
2033-08-06,4367,8560,1953
2033-08-07,8082,5606,6076
2033-08-08,7989,2806,8406
2033-08-09,1208,7932,6361
2033-08-10,4112,3527,9864
2033-08-11,6873,134,1171
2033-08-12,938,2119,802
2033-08-13,8403,7404,6507
2033-08-14,4298,4225,5215
2033-08-15,3339,7274,281
2033-08-16,542,189,8698
2033-08-17,9962,1071,4450
2033-08-18,8233,322,8392
2033-08-19,6568,3580,9594
2033-08-20,4299,6053,5349
2033-08-21,4713,1767,7588
2033-08-22,6106,4236,4795
2033-08-23,5486,2828,5005
2033-08-24,5549,7922,3350
2033-08-25,17,5264,8182
2033-08-26,9028,5364,9991
2033-08-27,7952,1755,7425
2033-08-28,6554,4857,9471
2033-08-29,1034,7661,8582
2033-08-30,8049,4069,9070
2033-08-31,8810,1301,3491
2033-09-01,15,8156,5937
2033-09-02,4028,5527,5267
2033-09-03,5193,1475,1282
2033-09-04,6403,3732,6689
2033-09-05,6199,5503,6919
2033-09-06,621,9855,1260
2033-09-07,139,3095,5325
2033-09-08,8178,3169,2349
2033-09-09,8085,805,9707
2033-09-10,2267,4487,2511
2033-09-11,737,2649,3362
2033-09-12,2565,4501,6581
2033-09-13,488,4446,3016
2033-09-14,2740,7069,1553
2033-09-15,2475,4201,224
2033-09-16,1812,9626,4637
2033-09-17,8376,4814,9903
2033-09-18,3722,6329,9434
2033-09-19,1695,5461,7051
2033-09-20,5762,1055,2561
2033-09-21,7413,4117,5678
2033-09-22,2259,5971,5592
2033-09-23,255,6974,5345
2033-09-24,8320,3332,7735
2033-09-25,1798,3771,2960
2033-09-26,3594,4762,3608
2033-09-27,8842,3310,9035
2033-09-28,2774,7870,9067
2033-09-29,8606,2033,1000
2033-09-30,5847,493,4273
2033-10-01,8487,3238,5754
2033-10-02,7797,7207,7355
2033-10-03,6939,9549,3260
2033-10-04,6809,5302,6740
2033-10-05,4970,8537,8430
2033-10-06,8949,5877,9252
2033-10-07,2595,7007,2424
2033-10-08,1433,9264,9079
2033-10-09,8798,3472,3497
2033-10-10,7396,4203,7317
2033-10-11,5063,4967,941
2033-10-12,2414,498,4736
2033-10-13,5786,3885,2840
2033-10-14,2107,8105,2287
2033-10-15,7881,8952,7472
2033-10-16,2652,6986,9464
2033-10-17,7460,1890,3854
2033-10-18,6643,9123,3243
2033-10-19,3201,9701,3662
2033-10-20,6291,1953,1489
2033-10-21,1692,8801,1752
2033-10-22,607,8926,8925
2033-10-23,5827,3328,7892
2033-10-24,5040,4913,2110
2033-10-25,5531,2369,1486
2033-10-26,7637,4171,5880
2033-10-27,3773,533,3679
2033-10-28,1760,6702,8598
2033-10-29,1954,6289,9824
2033-10-30,4178,2480,7700
2033-10-31,5568,975,9403
2033-11-01,4757,2897,7467
2033-11-02,601,535,9256
2033-11-03,305,2079,4072
2033-11-04,2049,4909,6145
2033-11-05,7853,2054,7254
2033-11-06,8041,192,3813
2033-11-07,1481,5512,4421
2033-11-08,7731,196,7284
2033-11-09,6895,5298,5568
2033-11-10,7404,8783,7302
2033-11-11,5629,1073,2862
2033-11-12,5578,3654,2845
2033-11-13,9914,1691,473
2033-11-14,1782,8197,2364
2033-11-15,4516,6444,6464
2033-11-16,2318,4125,6628
2033-11-17,2521,168,7811
2033-11-18,3511,2382,8408
2033-11-19,4096,7669,5506
2033-11-20,8412,9405,6227
2033-11-21,1316,7824,5967
2033-11-22,9749,8594,8032
2033-11-23,2340,2003,6663
2033-11-24,390,4155,6015
2033-11-25,8339,4598,6970
2033-11-26,8521,7778,6552
2033-11-27,2874,1687,6981
2033-11-28,2734,5510,2554
2033-11-29,7073,1286,2971
2033-11-30,793,2148,8703
2033-12-01,3501,8032,6390
2033-12-02,5478,6795,1008
2033-12-03,1686,5528,1646
2033-12-04,5683,2392,1634
2033-12-05,8275,4365,1712
2033-12-06,5131,5804,4254
2033-12-07,7600,6813,6785
2033-12-08,9441,4494,8520
2033-12-09,4245,3543,5242
2033-12-10,3744,3564,1919
2033-12-11,2053,3185,3376
2033-12-12,8304,4699,3401
2033-12-13,4014,3127,4708
2033-12-14,6693,6968,6777
2033-12-15,8578,6728,2230
2033-12-16,1836,968,457
2033-12-17,2588,2742,5547
2033-12-18,3955,2414,265
2033-12-19,3265,3309,659
2033-12-20,9527,3683,1191
2033-12-21,2543,9212,7334
2033-12-22,3764,7729,8469
2033-12-23,1382,4722,7851
2033-12-24,7711,16,5612
2033-12-25,3457,8631,1733
2033-12-26,5072,4192,2222
2033-12-27,1678,2599,9137
2033-12-28,5788,7388,6591
2033-12-29,8006,670,3928
2033-12-30,6499,8400,2380
2033-12-31,3446,9085,1366
2034-01-01,3507,7757,4594
2034-01-02,3809,5286,8759
2034-01-03,7060,8847,6238
2034-01-04,9152,4075,9102
2034-01-05,9020,3240,9063
2034-01-06,5880,5350,9783
2034-01-07,5637,5153,7043
2034-01-08,818,2035,1955
2034-01-09,8943,3070,619
2034-01-10,4341,716,2027
2034-01-11,3290,2512,2559
2034-01-12,9079,4496,382
2034-01-13,3743,7061,5240
2034-01-14,1130,4255,8518
2034-01-15,1385,9195,8754
2034-01-16,9912,1677,7258
2034-01-17,7921,1819,4792
2034-01-18,276,6674,1721
2034-01-19,9535,2137,9126
2034-01-20,5469,737,6202
2034-01-21,9859,5619,257
2034-01-22,6394,8895,7182
2034-01-23,8286,8772,654
2034-01-24,3306,3810,5335
2034-01-25,2729,3104,5346
2034-01-26,8651,2762,7069
2034-01-27,4149,5009,3544
2034-01-28,1743,6391,7617
2034-01-29,8097,4364,1354
2034-01-30,2653,1390,3105
2034-01-31,7387,6093,1847
2034-02-01,5095,310,7518
2034-02-02,4452,1042,9468
2034-02-03,7204,1946,4439
2034-02-04,2799,1530,2520
2034-02-05,1947,3910,6059
2034-02-06,2195,3982,6313
2034-02-07,386,5863,8627
2034-02-08,3257,847,6477
2034-02-09,9418,7065,4389
2034-02-10,914,1293,7502
2034-02-11,1872,9928,4404
2034-02-12,4384,743,7907
2034-02-13,2817,621,4742
2034-02-14,4996,3100,4355
2034-02-15,1901,7597,5758
2034-02-16,9453,3828,4285
2034-02-17,5776,4977,7784
2034-02-18,3532,704,7220
2034-02-19,4861,9294,7524
2034-02-20,8543,3286,5578
2034-02-21,9044,9557,1353
2034-02-22,9625,674,4591
2034-02-23,5608,3784,5161
2034-02-24,4887,2894,6018
2034-02-25,8266,7447,8968
2034-02-26,3282,7137,8533
2034-02-27,3988,2312,700
2034-02-28,5719,309,1161
2034-03-01,9967,7118,9194
2034-03-02,6714,8788,6576
2034-03-03,1347,6493,3364
2034-03-04,6300,4037,8156
2034-03-05,5100,5844,1503
2034-03-06,4791,2016,1392
2034-03-07,2012,4541,2180
2034-03-08,5142,5344,356
2034-03-09,9328,3262,6898
2034-03-10,794,4447,3547
2034-03-11,5406,7532,8692
2034-03-12,9996,5703,5812
2034-03-13,3447,6351,9024
2034-03-14,6435,4999,2915
2034-03-15,4541,2266,6251
2034-03-16,2787,3042,9547
2034-03-17,7490,4571,5283
2034-03-18,9397,3927,1474
2034-03-19,4651,9232,9094
2034-03-20,3114,8412,2200
2034-03-21,8281,8826,6094
2034-03-22,2249,4656,345
2034-03-23,1714,7606,1419
2034-03-24,7592,8567,3432
2034-03-25,2086,8957,8461
2034-03-26,4971,4,256
2034-03-27,8633,1379,5582
2034-03-28,4216,3077,303
2034-03-29,2733,6774,6440
2034-03-30,9130,8755,8659
2034-03-31,5802,108,2667
2034-04-01,6771,1184,6493
2034-04-02,3739,4705,7709
2034-04-03,9039,9467,7183
2034-04-04,1013,1895,510
2034-04-05,3364,8579,8987
2034-04-06,3070,7937,2219
2034-04-07,8282,3623,6556
2034-04-08,5251,391,8175
2034-04-09,5188,3554,2279
2034-04-10,1805,6991,6321
2034-04-11,6223,7242,9808
2034-04-12,2686,2460,9029
2034-04-13,8014,3203,2115
2034-04-14,6049,6867,6784
2034-04-15,4499,1109,637
2034-04-16,3158,549,9435
2034-04-17,6580,2703,6868
2034-04-18,9567,7427,5306
2034-04-19,9180,7275,4068
2034-04-20,8509,5621,5878
2034-04-21,2921,7559,3704
2034-04-22,4119,9560,9473
2034-04-23,2993,1818,1597
2034-04-24,134,3377,8648
2034-04-25,6671,163,7565
2034-04-26,6806,9782,7800
2034-04-27,5137,6321,4462
2034-04-28,3540,7319,9558
2034-04-29,2702,2147,3986
2034-04-30,6029,7167,4481
2034-05-01,1620,1017,2294
2034-05-02,8039,2100,4062
2034-05-03,253,3628,3481
2034-05-04,5627,5730,1209
2034-05-05,117,3645,939
2034-05-06,6203,7358,6566
2034-05-07,4275,9617,1411
2034-05-08,606,2870,3461
2034-05-09,2054,5488,2434
2034-05-10,5075,7185,1085
2034-05-11,6195,9473,1156
2034-05-12,1802,1863,5337
2034-05-13,3005,7846,2722
2034-05-14,7230,4391,678
2034-05-15,7378,848,7548
2034-05-16,4599,2813,101
2034-05-17,324,4837,1932
2034-05-18,4705,3844,927
2034-05-19,4015,5930,9616
2034-05-20,9870,1961,7955
2034-05-21,9208,612,5525
2034-05-22,4524,8457,4356
2034-05-23,5992,3464,2211
2034-05-24,6015,7725,480
2034-05-25,4404,6060,8380
2034-05-26,1532,2617,3915
2034-05-27,9946,1170,6169
2034-05-28,3710,3766,7237
2034-05-29,4512,2077,3365
2034-05-30,4799,1003,4787
2034-05-31,1910,3367,3355
2034-06-01,7593,3442,2624
2034-06-02,1172,8377,3966
2034-06-03,8947,4919,1818
2034-06-04,868,8045,9323
2034-06-05,4172,84,7085
2034-06-06,3617,1785,2629
2034-06-07,7419,2655,5041
2034-06-08,8566,1222,3437
2034-06-09,6101,7963,4500
2034-06-10,2115,5711,3709
2034-06-11,1245,8478,6324
2034-06-12,7774,1897,2370
2034-06-13,6182,5308,6232
2034-06-14,805,5385,8933
2034-06-15,8583,3923,69
2034-06-16,6194,1641,3600
2034-06-17,6726,2047,6543
2034-06-18,1403,5633,9997
2034-06-19,8091,4178,2912
2034-06-20,5334,4883,7445
2034-06-21,6202,7624,9825
2034-06-22,7615,6101,6040
2034-06-23,1719,3606,4840
2034-06-24,8873,5572,9670
2034-06-25,48,3992,2485
2034-06-26,3049,1662,6702
2034-06-27,9896,3559,1380
2034-06-28,862,4730,6910
2034-06-29,8564,4724,1261
2034-06-30,158,5810,7687
2034-07-01,6426,1046,1330
2034-07-02,143,2787,8856
2034-07-03,2396,465,9676
2034-07-04,2742,6204,3077
2034-07-05,1326,1722,5978
2034-07-06,8447,4983,3168
2034-07-07,5247,853,9655
2034-07-08,3362,1285,6693
2034-07-09,5162,2172,8661
2034-07-10,6960,7777,8188
2034-07-11,9988,7180,3916
2034-07-12,8870,580,331
2034-07-13,7206,2493,5970
2034-07-14,9442,3032,859
2034-07-15,2836,2093,786
2034-07-16,4814,6768,4099
2034-07-17,5600,5142,4313
2034-07-18,4187,4301,8906
2034-07-19,3287,8828,2288
2034-07-20,7841,6057,8904
2034-07-21,7007,9066,9678
2034-07-22,8070,8683,4253
2034-07-23,4724,5612,9990
2034-07-24,6588,7059,5653
2034-07-25,9820,5090,5022
2034-07-26,2647,710,3546
2034-07-27,1643,2570,6680
2034-07-28,8208,2254,4412
2034-07-29,5080,2274,6284
2034-07-30,6530,6820,4311
2034-07-31,1614,2146,9417
2034-08-01,517,4934,9887
2034-08-02,6946,1016,6305
2034-08-03,5025,1427,3919
2034-08-04,4037,6020,4240
2034-08-05,1444,3045,4028
2034-08-06,6926,44,703
2034-08-07,4428,8004,3273
2034-08-08,7,6628,3415
2034-08-09,7209,2907,8172
2034-08-10,2322,1725,6032
2034-08-11,1453,9653,8402
2034-08-12,4312,6379,8720
2034-08-13,5337,6063,5745
2034-08-14,4666,6766,6999
2034-08-15,4204,5762,8324
2034-08-16,1493,9842,63
2034-08-17,5603,858,7600
2034-08-18,9164,7094,362
2034-08-19,7581,7060,7989
2034-08-20,9951,1243,2196
2034-08-21,3351,1844,1359
2034-08-22,5284,897,4685
2034-08-23,515,7619,2121
2034-08-24,4387,8733,9883
2034-08-25,1421,5223,5531
2034-08-26,6442,7439,9539
2034-08-27,9851,8940,3603
2034-08-28,6180,9547,7008
2034-08-29,6296,9834,2909
2034-08-30,9231,2700,3694
2034-08-31,6505,6873,832
2034-09-01,3034,5202,5840
2034-09-02,9243,4902,4102
2034-09-03,9795,9228,8752
2034-09-04,8190,3936,4309
2034-09-05,1102,983,3539
2034-09-06,3894,8626,3935
2034-09-07,465,218,6675
2034-09-08,5764,2381,9969
2034-09-09,9634,5710,6365
2034-09-10,6968,8584,3098
2034-09-11,5958,9844,3005
2034-09-12,3015,7902,4990
2034-09-13,4702,2398,1681
2034-09-14,6014,7706,8200
2034-09-15,3423,9412,8305
2034-09-16,5345,8454,8686
2034-09-17,6019,2419,581
2034-09-18,3575,697,2731
2034-09-19,6414,8183,6485
2034-09-20,9422,4052,2064
2034-09-21,2901,7261,7053
2034-09-22,2181,1712,2440
2034-09-23,3121,3736,849
2034-09-24,1309,5197,1476
2034-09-25,1386,950,5134
2034-09-26,166,6563,7331
2034-09-27,8452,8290,6351
2034-09-28,1909,1936,1888
2034-09-29,7786,6108,3937
2034-09-30,7658,9585,6828
2034-10-01,5724,5390,2810
2034-10-02,8015,976,602
2034-10-03,901,8911,5272
2034-10-04,7958,1398,6984
2034-10-05,6920,7884,4056
2034-10-06,2624,9776,2835
2034-10-07,4406,3282,3232
2034-10-08,231,8207,3088
2034-10-09,8770,8235,2394
2034-10-10,7745,8553,1130
2034-10-11,6782,2424,6273
2034-10-12,5394,6123,6924
2034-10-13,3185,4986,1782
2034-10-14,9562,6397,6237
2034-10-15,3297,473,3647
2034-10-16,629,6231,7130
2034-10-17,8173,7120,5658
2034-10-18,6373,7643,7104
2034-10-19,5228,6695,1795
2034-10-20,1636,1832,7573
2034-10-21,8882,961,8883
2034-10-22,5482,3930,5445
2034-10-23,4677,6533,4239
2034-10-24,8122,8419,7378
2034-10-25,3803,6996,6114
2034-10-26,5111,6213,1459
2034-10-27,4502,7355,8749
2034-10-28,8703,6132,8085
2034-10-29,2650,8757,5633
2034-10-30,9532,7097,4137
2034-10-31,9252,9871,1444
2034-11-01,4649,5213,2957
2034-11-02,9621,2252,8138
2034-11-03,8682,1515,3058
2034-11-04,3127,7798,6722
2034-11-05,698,6449,8663
2034-11-06,8025,3213,4392
2034-11-07,5711,9250,7821
2034-11-08,4391,1531,5587
2034-11-09,1523,3924,3394
2034-11-10,4736,6413,8954
2034-11-11,7847,9347,8212
2034-11-12,55,4644,5106
2034-11-13,7376,5862,2138
2034-11-14,3307,8515,5423
2034-11-15,3385,284,9963
2034-11-16,9778,3043,1221
2034-11-17,295,6438,2481
2034-11-18,617,9721,851
2034-11-19,9995,3631,1954
2034-11-20,5674,8450,8105
2034-11-21,4722,1023,4229
2034-11-22,5329,200,9596
2034-11-23,1457,7781,5627
2034-11-24,2106,1342,3570
2034-11-25,7707,228,3473
2034-11-26,2410,3188,4890
2034-11-27,2081,9792,8185
2034-11-28,2982,9377,2750
2034-11-29,7338,6172,9512
2034-11-30,7587,7534,105
2034-12-01,3939,7679,8296
2034-12-02,7630,489,582
2034-12-03,9003,4894,2313
2034-12-04,2191,8532,6900
2034-12-05,1987,8148,6838
2034-12-06,4029,2271,9182
2034-12-07,4366,8834,9937
2034-12-08,4320,6070,2289
2034-12-09,2583,2851,5060
2034-12-10,2295,9164,1091
2034-12-11,3716,3566,8123
2034-12-12,4877,3183,2681
2034-12-13,5945,7266,7979
2034-12-14,2346,721,5372
2034-12-15,5313,868,7982
2034-12-16,5925,7198,6462
2034-12-17,1807,9660,7546
2034-12-18,4733,6631,2415
2034-12-19,8400,7444,5791
2034-12-20,1426,4392,8796
2034-12-21,3134,3625,1244
2034-12-22,9109,1798,2189
2034-12-23,8317,1315,2846
2034-12-24,1990,8907,2153
2034-12-25,2599,96,2982
2034-12-26,9364,288,3458
2034-12-27,3766,7226,100
2034-12-28,4558,7020,7231
2034-12-29,9479,7386,4365
2034-12-30,8393,543,8142
2034-12-31,2798,9143,9844
2035-01-01,114,1334,7484
2035-01-02,9384,4719,3654
2035-01-03,7301,4438,5428
2035-01-04,1757,5849,9794
2035-01-05,7625,6879,2203
2035-01-06,7944,6917,6028
2035-01-07,3893,923,6309
2035-01-08,801,3003,172
2035-01-09,8505,1467,4969
2035-01-10,5985,4608,6398
2035-01-11,6924,9159,6473
2035-01-12,8644,9777,7024
2035-01-13,5421,1555,2665
2035-01-14,6844,162,7111
2035-01-15,1500,9525,3248
2035-01-16,2701,2763,9800
2035-01-17,300,9783,563
2035-01-18,2973,9615,1479
2035-01-19,1776,1226,737
2035-01-20,572,7010,7030
2035-01-21,9118,5798,7725
2035-01-22,6713,1147,6262
2035-01-23,912,8496,1016
2035-01-24,1148,7758,2848
2035-01-25,8779,1735,5549
2035-01-26,2877,8303,82
2035-01-27,16,6307,7105
2035-01-28,6561,6899,6646
2035-01-29,884,3165,7288
2035-01-30,6646,2833,3978
2035-01-31,8426,3072,6341
2035-02-01,6578,305,5690
2035-02-02,6267,6669,954
2035-02-03,7238,5819,7481
2035-02-04,4895,7585,8148
2035-02-05,2253,6981,1355
2035-02-06,7586,275,2618
2035-02-07,1495,9010,6967
2035-02-08,1345,4831,3552
2035-02-09,7968,2671,9328
2035-02-10,7849,9990,9982
2035-02-11,1120,6242,9608
2035-02-12,1396,7659,4497
2035-02-13,2183,4789,1462
2035-02-14,374,7832,7630
2035-02-15,9262,2543,5057
2035-02-16,7321,2784,189
2035-02-17,1913,8999,3845
2035-02-18,6734,8712,5671
2035-02-19,3389,8780,6741
2035-02-20,86,711,2133
2035-02-21,6147,5539,7755
2035-02-22,9379,4853,3462
2035-02-23,4632,7668,3988
2035-02-24,7432,1757,5401
2035-02-25,6959,6435,456
2035-02-26,4947,8075,5975
2035-02-27,4252,590,1318
2035-02-28,6033,5726,8826
2035-03-01,7659,9618,4877
2035-03-02,678,6424,8860
2035-03-03,7618,4059,6495
2035-03-04,2687,5796,9573
2035-03-05,3465,5301,1083
2035-03-06,3445,2442,1842
2035-03-07,8460,1626,6315
2035-03-08,1612,8668,7213
2035-03-09,8570,7854,4325
2035-03-10,530,1707,6314
2035-03-11,9332,3098,7095
2035-03-12,5052,1311,8411
2035-03-13,34,6362,8458
2035-03-14,2038,8386,164
2035-03-15,762,780,8898
2035-03-16,4321,6064,3761
2035-03-17,5525,1198,1204
2035-03-18,7141,2317,9308
2035-03-19,828,7766,2228
2035-03-20,8436,3223,5573
2035-03-21,1946,4333,3756
2035-03-22,5122,6228,5606
2035-03-23,6187,4592,5464
2035-03-24,9588,7718,3922
2035-03-25,3193,4278,3295
2035-03-26,9310,3420,1775
2035-03-27,7799,6156,7650
2035-03-28,9271,7723,6993
2035-03-29,1509,4914,9549
